length,1048576,131072,avx2,8832.791
length,1048576,131072,treap,1193.289
length,1048576,131072,splay,938.652
length,1048576,131072,sqrt,1297.745
length,1048576,131072,sqrt_bitset,991.228
length,1048576,131072,sqrt_bitset2,1397.775
length,1048576,262144,brute,58436.000
length,1048576,262144,std,17390.211
length,1048576,262144,avx2,17827.043
length,1048576,262144,treap,1230.213
length,1048576,262144,splay,988.639
length,1048576,262144,sqrt,1349.124
length,1048576,262144,sqrt_bitset,1007.105
length,1048576,262144,sqrt_bitset2,1469.658
length,1048576,524288,brute,117403.188
length,1048576,524288,std,33751.703
length,1048576,524288,avx2,34104.438
length,1048576,524288,treap,1216.637
length,1048576,524288,splay,944.729
length,1048576,524288,sqrt,1586.266
length,1048576,524288,sqrt_bitset,1044.637
length,1048576,524288,sqrt_bitset2,1454.609
length,1048576,1048576,brute,238244.688
length,1048576,1048576,std,88990.469
length,1048576,1048576,avx2,89726.750
length,1048576,1048576,treap,115.880
length,1048576,1048576,splay,4.980
length,1048576,1048576,sqrt,1309.712
length,1048576,1048576,sqrt_bitset,552.581
length,1048576,1048576,sqrt_bitset2,212.772
batch,1024,0,brute,0.372
batch,1024,0,std,0.141
batch,1024,0,avx2,0.126
batch,1024,0,treap,1.932
batch,1024,0,splay,1.591
batch,1024,0,sqrt,0.788
batch,1024,0,sqrt_bitset,0.805
batch,1024,0,sqrt_bitset2,1.549
batch,2048,0,brute,0.719
batch,2048,0,std,0.189
batch,2048,0,avx2,0.178
batch,2048,0,treap,2.188
batch,2048,0,splay,1.790
batch,2048,0,sqrt,0.898
batch,2048,0,sqrt_bitset,0.914
batch,2048,0,sqrt_bitset2,1.712
batch,4096,0,brute,1.443
batch,4096,0,std,0.310
batch,4096,0,avx2,0.304
batch,4096,0,treap,2.522
batch,4096,0,splay,2.070
batch,4096,0,sqrt,1.100
batch,4096,0,sqrt_bitset,1.102
batch,4096,0,sqrt_bitset2,1.780
batch,8192,0,brute,2.874
batch,8192,0,std,0.604
batch,8192,0,avx2,0.564
batch,8192,0,treap,2.967
batch,8192,0,splay,2.342
batch,8192,0,sqrt,1.378
batch,8192,0,sqrt_bitset,1.351
batch,8192,0,sqrt_bitset2,1.960
batch,16384,0,brute,5.810
batch,16384,0,std,1.202
batch,16384,0,avx2,1.198
batch,16384,0,treap,3.546
batch,16384,0,splay,2.651
batch,16384,0,sqrt,1.705
batch,16384,0,sqrt_bitset,1.667
batch,16384,0,sqrt_bitset2,2.252
batch,32768,0,brute,11.742
batch,32768,0,std,2.746
batch,32768,0,avx2,2.856
batch,32768,0,treap,4.362
batch,32768,0,splay,3.022
batch,32768,0,sqrt,2.111
batch,32768,0,sqrt_bitset,2.077
batch,32768,0,sqrt_bitset2,2.631
batch,65536,0,brute,23.916
batch,65536,0,std,5.846
batch,65536,0,avx2,6.074
batch,65536,0,treap,5.716
batch,65536,0,splay,3.561
batch,65536,0,sqrt,2.712
batch,65536,0,sqrt_bitset,2.587
batch,65536,0,sqrt_bitset2,3.277
batch,131072,0,brute,48.102
batch,131072,0,std,11.957
batch,131072,0,avx2,12.199
batch,131072,0,treap,8.367
batch,131072,0,splay,4.451
batch,131072,0,sqrt,3.293
batch,131072,0,sqrt_bitset,3.009
batch,131072,0,sqrt_bitset2,4.460
batch,262144,0,brute,96.842
batch,262144,0,std,24.166
batch,262144,0,avx2,24.875
batch,262144,0,treap,12.954
batch,262144,0,splay,5.738
batch,262144,0,sqrt,4.358
batch,262144,0,sqrt_bitset,3.955
batch,262144,0,sqrt_bitset2,5.718
batch,524288,0,brute,191.453
batch,524288,0,std,48.689
batch,524288,0,avx2,49.982
batch,524288,0,treap,21.484
batch,524288,0,splay,7.989
batch,524288,0,sqrt,5.473
batch,524288,0,sqrt_bitset,4.621
batch,524288,0,sqrt_bitset2,6.776
batch,1048576,0,brute,396.118
batch,1048576,0,std,123.756
batch,1048576,0,avx2,127.785
batch,1048576,0,treap,39.541
batch,1048576,0,splay,12.924
batch,1048576,0,sqrt,8.267
batch,1048576,0,sqrt_bitset,6.055
batch,1048576,0,sqrt_bitset2,7.972
bsweep,65536,64,sqrt,4.390
bsweep,65536,64,sqrt_bitset,2.432
bsweep,65536,64,sqrt_bitset2,4.519
bsweep,65536,128,sqrt,2.787
bsweep,65536,128,sqrt_bitset,1.950
bsweep,65536,128,sqrt_bitset2,4.399
bsweep,65536,256,sqrt,2.463
bsweep,65536,256,sqrt_bitset,2.041
bsweep,65536,256,sqrt_bitset2,4.150
bsweep,65536,512,sqrt,2.780
bsweep,65536,512,sqrt_bitset,2.605
bsweep,65536,512,sqrt_bitset2,3.404
bsweep,65536,1024,sqrt,3.548
bsweep,65536,1024,sqrt_bitset,3.512
bsweep,65536,1024,sqrt_bitset2,3.512
bsweep,65536,2048,sqrt,5.006
bsweep,65536,2048,sqrt_bitset,4.978
bsweep,65536,2048,sqrt_bitset2,3.756
bsweep,65536,4096,sqrt,8.334
bsweep,65536,4096,sqrt_bitset,8.412
bsweep,65536,4096,sqrt_bitset2,4.047
bsweep,65536,0,sqrt,2.769
bsweep,65536,0,sqrt_bitset,2.591
bsweep,65536,0,sqrt_bitset2,3.382
bsweep,1048576,64,sqrt,67.206
bsweep,1048576,64,sqrt_bitset,25.866
bsweep,1048576,64,sqrt_bitset2,7.413
bsweep,1048576,128,sqrt,35.344
bsweep,1048576,128,sqrt_bitset,13.731
bsweep,1048576,128,sqrt_bitset2,6.716
bsweep,1048576,256,sqrt,18.641
bsweep,1048576,256,sqrt_bitset,8.515
bsweep,1048576,256,sqrt_bitset2,6.785
bsweep,1048576,512,sqrt,10.760
bsweep,1048576,512,sqrt_bitset,6.123
bsweep,1048576,512,sqrt_bitset2,7.185
bsweep,1048576,1024,sqrt,8.184
bsweep,1048576,1024,sqrt_bitset,6.067
bsweep,1048576,1024,sqrt_bitset2,8.037
bsweep,1048576,2048,sqrt,9.094
bsweep,1048576,2048,sqrt_bitset,7.892
bsweep,1048576,2048,sqrt_bitset2,10.125
bsweep,1048576,4096,sqrt,14.009
bsweep,1048576,4096,sqrt_bitset,13.577
bsweep,1048576,4096,sqrt_bitset2,15.667
bsweep,1048576,0,sqrt,8.244
bsweep,1048576,0,sqrt_bitset,6.108
bsweep,1048576,0,sqrt_bitset2,8.101
